Omega RDXL6SD-USB Serial No. 0102-01540 - Sampled Data
Date:,2020-04-09

Time,Sample No.,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Cold Junction 1,Cold Junction 2,Cold Junction 3,Cold Junction 4,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Resistance 5,Resistance 6,
,,°F,°F,°F,°F,°F,°F,°F,°F,°F,°F,mV,mV,mV,mV,Ω,Ω,
2020-04-10 04:46:29,313, 142.3, 139.4, 139.7, 141.2,High,High,  86.1,  87.1,  87.9,  88.3,1.2823,1.2332,1.2199,1.2488,High,High,
2020-04-10 04:48:29,314, 142.1, 139.1, 139.4, 140.9,High,High,  86.1,  87.2,  88.0,  88.3,1.2766,1.2266,1.2119,1.2429,High,High,
2020-04-10 04:50:29,315, 141.7, 138.9, 139.1, 140.5,High,High,  86.1,  87.1,  88.0,  88.3,1.2692,1.2198,1.2058,1.2355,High,High,
2020-04-10 04:52:29,316, 141.5, 138.7, 138.8, 140.2,High,High,  86.1,  87.1,  88.0,  88.2,1.2626,1.2140,1.2004,1.2300,High,High,
2020-04-10 04:54:29,317, 141.2, 138.3, 138.6, 140.0,High,High,  86.0,  87.0,  87.9,  88.0,1.2588,1.2110,1.1988,1.2252,High,High,
2020-04-10 04:56:29,318, 141.0, 138.2, 138.3, 139.7,High,High,  85.8,  86.9,  87.7,  87.9,1.2564,1.2086,1.1936,1.2211,High,High,
2020-04-10 04:58:29,319, 140.6, 137.9, 138.0, 139.5,High,High,  85.7,  86.8,  87.6,  87.9,1.2516,1.2044,1.1898,1.2158,High,High,
2020-04-10 05:00:29,320, 140.3, 137.8, 137.8, 139.1,High,High,  85.7,  86.8,  87.7,  87.9,1.2460,1.1985,1.1840,1.2097,High,High,
2020-04-10 05:02:29,321, 140.1, 137.4, 137.6, 138.9,High,High,  85.7,  86.8,  87.7,  87.9,1.2384,1.1915,1.1770,1.2027,High,High,
2020-04-10 05:04:29,322, 139.8, 137.2, 137.5, 138.7,High,High,  85.8,  86.9,  87.7,  87.9,1.2318,1.1853,1.1704,1.1960,High,High,
2020-04-10 05:06:29,323, 139.6, 136.9, 137.1, 138.5,High,High,  85.8,  86.9,  87.8,  88.0,1.2249,1.1772,1.1629,1.1884,High,High,
2020-04-10 05:08:29,324, 139.3, 136.7, 136.9, 138.1,High,High,  85.8,  86.9,  87.7,  88.0,1.2189,1.1728,1.1585,1.1830,High,High,
2020-04-10 05:10:29,325, 139.0, 136.6, 136.7, 138.0,High,High,  85.8,  87.0,  87.7,  87.9,1.2112,1.1668,1.1531,1.1775,High,High,
2020-04-10 05:12:29,326, 138.9, 136.4, 136.5, 137.8,High,High,  85.8,  86.9,  87.7,  88.0,1.2081,1.1637,1.1492,1.1725,High,High,
2020-04-10 05:14:29,327, 138.6, 136.2, 136.4, 137.5,High,High,  85.8,  87.0,  87.8,  88.0,1.2022,1.1573,1.1442,1.1662,High,High,
2020-04-10 05:16:29,328, 138.4, 135.9, 136.1, 137.3,High,High,  86.0,  87.0,  87.7,  88.0,1.1967,1.1524,1.1384,1.1604,High,High,
2020-04-10 05:18:29,329, 138.2, 135.9, 136.0, 137.1,High,High,  85.8,  87.1,  87.9,  88.0,1.1918,1.1477,1.1349,1.1552,High,High,
2020-04-10 05:20:29,330, 138.1, 135.7, 135.7, 136.8,High,High,  85.8,  86.9,  87.7,  88.0,1.1897,1.1458,1.1299,1.1506,High,High,
2020-04-10 05:22:29,331, 137.8, 135.4, 135.6, 136.6,High,High,  85.7,  86.9,  87.7,  87.9,1.1858,1.1424,1.1270,1.1469,High,High,
2020-04-10 05:24:29,332, 137.6, 135.3, 135.4, 136.5,High,High,  85.7,  86.9,  87.7,  87.8,1.1821,1.1385,1.1240,1.1431,High,High,
2020-04-10 05:26:29,333, 134.1, 108.2, 114.8, 134.1,High,High,  85.7,  86.9,  87.7,  87.9,1.1019,0.4937,0.6306,1.0864,High,High,
,,,ooOoo

